target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,110000,0,0,0,0.2149417563,41.100029942,8.5740025451,0,0,9.1356463807,80589
0,OTHER,elementary,,110000,0,0,0,0.2149417563,41.100029942,8.5740025451,0,0,9.1356463807,80590
0,OTHER,high,Corporate,61510,0,1,2,0.4357078853,26.397514784,1.696144921,0,0,6.1180627292,80591
0,OTHER,elementary,Corporate,74289,0,1,1,0.4691308244,30.056912943,4.6651321207,0,0,4.1857923497,80593
0,OTHER,elementary,Corporate,28683,0,1,,,41.039089752,7.2082191781,,,11.22739726,80597
0,OTHER,advanced,Corporate,30000,0,1,1,0.3074820789,33.91629613,3.3902687327,0,0,6.9053372258,80600
0,2NDFL,elementary,,27889,0,0,,,50.150684932,3.5808219178,,,5.0256531177,80604
0,OTHER,elementary,,60000,0,0,1,1,44.043715847,27.066487013,0,0,9.8582678344,80605
0,OTHER,elementary,,60000,0,0,1,0.2484543011,46.669892956,1.1466052848,0,0,1.5959203533,80611
0,2NDFL,elementary,,76122,0,0,2,0.6309139785,43.252631185,1.5348229658,0,0,9.6937270754,80615
0,2NDFL,elementary,,29741,0,0,2,0.6634632616,25.95890411,4.2246575342,0,0,5.8821917808,80620
0,OTHER,elementary,,55000,0,0,,,29.693524964,0.5808219178,,,3.5232876712,80622
0,OTHER,elementary,,53000,0,0,1,1.3088037634,35.472280859,3.0832397635,0,0,10.669541133,80624
0,OTHER,high,Corporate,19738,0,1,2,0.8618503584,35.937083614,5.4631110113,0,0,9.8877685455,80626
0,OTHER,elementary,,75000,0,0,0,0.6367607527,35.459016393,5.4974998129,0,0,10.505718991,80629
0,OTHER,elementary,,100000,0,0,0,3.4763664875,34.272842279,1.6290066622,0,2,1.8673628266,80630
0,OTHER,advanced,Corporate,26910,0,1,0,10.471348566,38.087671233,1.5260273973,0,1,6.7315068493,80635
0,OTHER,elementary,Corporate,210633,0,1,0,16.924641577,27.82739726,6.7890410959,0,0,7.7205479452,80638
0,OTHER,beginner,Corporate,112385,0,1,1,1.2411066308,54.926596302,0.5409836066,0,0,9.4882401377,80641
0,OTHER,elementary,,40000,0,0,1,1.4451612903,26.071232877,1.4082191781,0,0,3.7232876712,80644
0,OTHER,elementary,,90000,0,0,,,48.678658582,1.9808219178,,,3.6301369863,80652
0,OTHER,advanced,Corporate,29127,0,1,,,25.202739726,0.4181824987,,,4.688674302,80658
0,2NDFL,elementary,,57512,0,0,0,,32.095890411,10.104109589,0,0,4.3747436185,80660
0,2NDFL,elementary,,17928,0,0,,,32.287671233,0.8109589041,,,1.0900142226,80665
0,OTHER,advanced,Corporate,41261,0,1,,,29.822965791,4.1202185792,,,8.9051575717,80674
0,OTHER,advanced,Corporate,30285,0,1,0,2.2168010753,51.325136612,19.99726776,0,0,6.2518302268,80676
0,OTHER,advanced,Corporate,47874,0,1,0,29,49.218189984,7.2757242309,0,0,4.1830601093,80680
0,2NDFL,elementary,,19466,0,0,1,1.1776433692,32.743199341,0.6338797814,0,0,9.6390897522,80692
0,OTHER,elementary,,300000,0,0,,,54.03975597,23.904371585,,,2.1466052848,80694
0,OTHER,elementary,Corporate,38533,0,1,1,1.3152553763,34.712328767,7.4082191781,0,0,10.473972603,80697
0,OTHER,elementary,Corporate,50531,0,1,0,6.6689516129,27.253664196,6.8317463882,0,0,7.1687326896,80709
0,OTHER,advanced,Corporate,30087,0,1,0,,46.694902313,25.541477656,0,0,1.5825735459,80713
0,OTHER,elementary,Corporate,15000,0,1,,,44.327868852,2.0909873494,,,9.3813983083,80714
0,2NDFL,advanced,,54403,0,0,0,0.3737455197,26.990089079,4.9928288046,0,0,6.1517329141,80718
0,OTHER,elementary,VIP,476538,0,1,,,41.956164384,13.668493151,,,13.255049031,80720
0,OTHER,elementary,,150000,0,0,1,0.3745967742,29.506849315,0.5741971704,0,0,4.4321206677,80730
0,OTHER,elementary,,135000,0,0,1,1.4709229391,48.431843701,7.5589041096,0,0,3.3863013699,80735
0,OTHER,elementary,Corporate,99801,0,1,,,34.334246575,2.4767123288,,,11.005479452,80737
0,2NDFL,advanced,,26515,0,0,,,30.549345011,3.4287970656,,,1.8945504903,80738
0,2NDFL,elementary,VIP,52758,0,0,1,0.7059587814,29.730376525,1.9057189909,0,0,6.2564039224,80744
0,OTHER,elementary,,60000,0,0,0,13.208086918,34.706849315,8.2273523467,0,0,9.498630137,80747
0,OTHER,advanced,,63000,0,0,0,,50.769226739,21.221281533,0,1,5.7390897522,80748
0,OTHER,elementary,Corporate,37211,0,1,,,28.536582079,5.1404072161,,,7.7397260274,80749
0,OTHER,advanced,Corporate,33923,0,1,1,0.9202732975,39.385245902,3.6967213115,0,0,10.03208324,80751
0,OTHER,advanced,,40000,0,0,0,7.2441980287,45.556381466,11.556164384,1,1,0.4630136986,80755
0,OTHER,elementary,Corporate,51659,0,1,1,1.0560483871,38.367123288,7.7424657534,0,0,11.635616438,80756
0,2NDFL,advanced,,31848,0,0,,,44.845235422,25.099333782,,,10.832876712,80758
0,OTHER,elementary,,95000,0,0,0,0.3161962366,44.563268209,4.658896624,0,0,5.6712328767,80759
0,OTHER,advanced,Corporate,32127,0,1,1,1.1874103943,28.842705292,1.80982858,0,0,6.5221573471,80764
0,OTHER,elementary,,40000,0,0,,,28.862923872,7.6,,,8.4219178082,80769
0,OTHER,elementary,,20000,0,0,1,0.2484094982,34.410958904,2.0712328767,0,0,10.553424658,80770
0,OTHER,beginner,,200000,0,0,0,0.5366935484,38.23208324,7.2896174863,0,0,2.7690695411,80774
0,2NDFL,elementary,,118627,0,0,,,40.071232877,0.3123287671,,,9.4438356164,80777
0,2NDFL,elementary,,40319,0,0,0,44.829569892,50.18630137,1.1100381765,0,0,5.1018414552,80783
0,OTHER,elementary,Corporate,39175,0,1,0,21.76686828,45.21395314,5.6194325923,0,0,0.1448087432,80786
0,OTHER,elementary,Corporate,57273,0,1,1,1,28.057377049,0.5307133767,1,1,8.0273224044,80791
0,OTHER,elementary,Corporate,189021,0,1,1,0.7344982079,34.430136986,9.509663897,1,1,1.4878059735,80797
0,OTHER,elementary,Corporate,107349,,1,,,31.175342466,4.2191780822,,,9.7369863014,80804
0,OTHER,elementary,,35000,0,0,,,28.894595404,5.4356164384,,,7.6849315068,80807
0,OTHER,advanced,Corporate,18722,0,0,,,47.528767123,2.4493150685,,,2.4931506849,80815
0,OTHER,beginner,,25000,0,0,0,0.308781362,26.809618983,1.6561943259,1,1,6.7329066547,80817
0,OTHER,elementary,VIP,295919,0,1,0,1.1172939068,41.275724231,1.6127105322,0,0,8.494902313,80824
0,OTHER,elementary,Corporate,30722,0,1,0,,41.019440078,2.7810839135,1,1,10.616700352,80825
0,OTHER,beginner,,30000,0,0,0,0.5621191756,38.594520548,0.1260273973,0,1,13.011505352,80826
0,OTHER,elementary,Corporate,109853,0,1,0,8.3786066308,48.875065499,5.1892731492,0,1,1.8410958904,80836
0,OTHER,elementary,Corporate,109853,0,1,0,8.3786066308,48.875065499,5.1892731492,0,1,1.8410958904,80838
0,OTHER,advanced,,31000,0,0,1,0.9890681004,33.783561644,4.0383561644,0,0,4.1315068493,80845
0,2NDFL,elementary,,13177,0,0,,,26.050048656,0.3469945355,,,5.7705966015,80852
0,OTHER,elementary,,38000,0,0,1,0.5086917563,50.561643836,1.8602739726,1,2,5.4410958904,80855
0,OTHER,elementary,,250000,0,0,0,0.2825044803,50.24109589,7.1287671233,1,1,5.1681338424,80856
0,OTHER,elementary,Corporate,22808,0,1,,,26.493150685,2.8273972603,,,6.0794520548,80857
0,OTHER,elementary,,130000,0,0,0,4.4433467742,35.665850737,2.8137959428,0,0,11.537083614,80862
0,OTHER,elementary,Corporate,123112,0,1,,,54.210958904,5.8465753425,,,8.4983307134,80875
0,OTHER,elementary,,70000,0,0,,,47.687671233,2.7068493151,,,2.5835616438,80876
0,OTHER,elementary,,60000,0,0,,,36.068493151,4.1753424658,,,12.990223819,80880
0,OTHER,elementary,,70000,0,0,1,0.6362679211,55.107425706,23.669069541,0,1,9.3841380343,80896
0,2NDFL,elementary,Corporate,41826,0,1,,,26.22739726,2.5643835616,,,5.8383561644,80898
0,OTHER,advanced,Corporate,36784,0,1,0,28.852912186,26.277445917,6.2363500262,0,0,6.2445692043,80899
0,2NDFL,elementary,,33020,0,0,0,1.0491263441,25.902417846,0.6668014073,0,0,5.8558425032,80901
0,OTHER,elementary,Corporate,18169,0,1,0,,35.838797814,2.1955685306,,,8.7188562018,80911
0,OTHER,elementary,Corporate,84334,0,1,0,6.9185483871,36.603952392,7.143678419,0,0,8.5355191257,80914
0,OTHER,high,Corporate,56913,0,1,0,4.8254480287,35.079549367,0.9809192305,0,0,9.1124260798,80929
0,OTHER,elementary,,50000,0,0,0,4.9214605735,28.875155326,1.5589041096,2,2,3.5945205479,80935
0,OTHER,elementary,Corporate,50353,0,1,1,0.4736335125,31.088247623,4.1557377049,0,0,10.674548993,80940
0,OTHER,elementary,,60000,0,0,,,28.046575342,2.6,,,7.9671232877,80942
0,OTHER,elementary,Corporate,75737,0,1,,,30.060273973,8.1095890411,,,10.008219178,80946
0,OTHER,elementary,,65000,0,0,1,0.4106854839,30.21369863,1.4904109589,0,0,10.161643836,80956
0,OTHER,elementary,Corporate,43028,0,1,0,,28.452054795,5.6301369863,0,0,4.6351448462,80957
0,OTHER,advanced,Corporate,43586,0,1,0,12.371953405,48.926978067,14.189041096,2,2,3.8794520548,80959
0,OTHER,elementary,Corporate,28093,0,1,1,0.6296370968,27.608219178,2.5369863014,1,1,7.2739726027,80960
0,OTHER,elementary,,65000,0,0,1,0.9565412186,40.410958904,3.0410958904,1,2,9.6493150685,80969
0,OTHER,advanced,,18000,0,0,0,27.147782258,26.843408938,1.1310801707,0,0,6.7803952392,80975
0,2NDFL,high,,16728,0,0,,,28.777019238,6.1424657534,,,8.6704618609,80976
0,OTHER,advanced,Corporate,32934,0,1,4,0.3053091398,32.776390448,6.5643835616,0,0,10.95890411,80980
0,OTHER,advanced,Corporate,32934,0,1,4,0.3053091398,32.776390448,6.5643835616,0,0,10.95890411,80984
0,2NDFL,advanced,Corporate,20899,0,1,1,1.6379928315,34.029006662,1.4591436485,0,0,3.111198443,80986
0,OTHER,elementary,,50000,0,0,0,0.5404121864,41.231888614,0.1666666667,0,0,12.694902313,80987
0,OTHER,advanced,Corporate,29965,0,1,2,0.4388216846,35.652054795,0.5472864735,0,0,5.7835616438,80990
0,OTHER,elementary,Corporate,19937,0,1,0,5.046281362,25.132719515,0.2213114754,0,0,5.03956883,81000
0,OTHER,elementary,Corporate,58535,0,1,,,34.10057639,0.358110637,,,9.0759188562,81001
0,2NDFL,elementary,,22896,0,0,,,31.16613519,4.694902313,,,0.886683135,81007
0,OTHER,advanced,,80000,0,0,,,35.526027397,2.5561643836,,,0.5557077626,81009
0,OTHER,elementary,Corporate,37335,0,1,2,0.3378808244,30.121760611,9.3957332136,0,0,5.6998428026,81010
0,OTHER,elementary,,30000,0,0,1,1.0521057348,39.295081967,5.818541807,0,0,8.5418294783,81015
0,OTHER,elementary,Corporate,57210,0,1,0,0.7010080645,44.051912568,20.702417846,0,0,10.576390448,81016
0,2NDFL,elementary,,16225,0,0,0,,26.970753799,2.3022606483,0,0,2.9515757167,81019
0,OTHER,elementary,,77165,0,0,1,0.9284498208,27.002739726,1.5315068493,2,2,6.7287671233,81024
0,2NDFL,elementary,,182700,0,0,,,34.684931507,7.1698630137,,,1.301497118,81030
0,OTHER,beginner,,30000,0,0,0,4.2426299283,31.532786885,1.6238640617,0,0,8.8320832398,81031
0,OTHER,elementary,,120000,0,0,1,0.2475358423,49.156261696,7.032974025,0,0,4.131147541,81034
0,OTHER,advanced,,40000,0,0,0,6.9605510753,27.838797814,2.0731716446,0,0,7.6420765027,81045
0,OTHER,advanced,Corporate,30523,0,1,1,3.1465277778,32.456897971,2.818541807,0,0,10.013062355,81056
0,OTHER,elementary,,100000,0,0,1,1.2752688172,37.343199341,0.150273224,0,0,10.140459615,81057
0,OTHER,elementary,Corporate,35047,0,1,0,4.7939292115,31.206370237,7.0940414702,0,0,9.3899318811,81061
0,OTHER,elementary,,35000,0,0,0,6.3704749104,34.64109589,6.1315068493,0,0,9.5589041096,81074
0,OTHER,elementary,Corporate,42084,0,1,0,5.1202284946,32.251792799,5.1561643836,0,0,10.901369863,81077
0,OTHER,advanced,,50000,0,0,0,4.4684363799,47.608219178,15.726027397,0,0,2.5369863014,81080
0,OTHER,elementary,Corporate,113753,0,1,2,0.85625,41.238356164,9.2219178082,0,0,10.742465753,81082
0,2NDFL,elementary,,42000,0,0,,,27.197260274,1.9150684932,,,6.9671232877,81085
0,OTHER,elementary,Corporate,52431,0,1,1,0.439359319,33.756164384,3.7150684932,0,0,0.6809042593,81087
0,OTHER,advanced,Corporate,26438,0,1,0,,49.738386107,1.5849614492,0,0,4.4153005464,81094
0,OTHER,elementary,,65000,0,0,,,44.970896025,2.101369863,,,12.301369863,81096
0,OTHER,advanced,Corporate,25163,0,1,,,26.49455049,0.8233176136,,,6.2698929561,81099
0,OTHER,advanced,Corporate,59567,0,1,,,28.01369863,6.7671232877,,,6.9917808219,81101
0,OTHER,elementary,Corporate,28047,0,1,,,27.452054795,3.101369863,,,7.1424657534,81102
0,OTHER,elementary,Corporate,16212,0,1,,,31.376944382,1.7139306834,,,2.5495471218,81103
0,OTHER,advanced,Corporate,28050,0,1,0,5.1209005376,25.52612471,7.0384534771,0,0,5.3124260798,81104
0,2NDFL,elementary,,47418,0,0,,,56.17260274,19.490410959,,,10.915068493,81105
0,OTHER,advanced,,38000,0,0,1,1.2139784946,44.565723482,9.9315068493,0,0,10.780821918,81107
0,OTHER,advanced,,40000,0,0,0,4.1193548387,53.816011678,17.994093869,1,1,8.6790253762,81110
0,OTHER,elementary,,68900,0,0,1,0.214516129,34.063013699,7.2219178082,1,1,8.3369863014,81119
0,2NDFL,advanced,,26046,0,0,,,26.953424658,0.8399505951,,,4.2684931507,81120
0,OTHER,elementary,Corporate,57739,0,1,0,6.5315188172,26.876712329,2.2794520548,,,2.2931506849,81123
0,OTHER,elementary,Corporate,38119,0,1,1,0.4354614695,34.297290216,3.9535519126,0,1,8.8233176136,81135
0,2NDFL,advanced,,13057,0,0,,,43.443835616,0.8255632907,,,9.7397260274,81140
0,OTHER,elementary,Corporate,45696,0,1,0,6.8598566308,29.562691818,2.0311849689,1,1,9.3517329141,81145
0,2NDFL,elementary,,30450,0,0,0,,32.442622951,5.0945504903,1,1,5.8287970656,81147
0,2NDFL,elementary,,54161,0,0,1,1.2156586022,37.055049031,1.7454599895,0,0,9.4988846471,81148
0,OTHER,elementary,Corporate,25329,0,1,,,35.928767123,2.4246575342,,,9.6136986301,81150
0,2NDFL,elementary,,26332,0,0,0,0.7999551971,27.663013699,0.5260273973,1,2,5.4692192529,81151
0,OTHER,elementary,,39846,0,0,,,26.901369863,4.4109589041,,,6.5671232877,81160
0,OTHER,elementary,,40000,0,0,0,0.4416442652,40.551912568,14.246979564,0,0,13.268897373,81161
0,OTHER,elementary,,160000,0,0,1,0.667047491,43.830136986,9.4522868478,1,1,0.5479152631,81163
0,2NDFL,elementary,,38397,0,0,0,10.116263441,51.569863014,10.120547945,0,0,6.4136986301,81165
0,2NDFL,advanced,,16445,0,0,0,37.758848566,41.756733288,0.9594730144,0,0,10.844404521,81167
0,OTHER,elementary,,40000,0,0,4,0.5990591398,32.237704918,5.0375626918,0,1,10.193727075,81168
0,OTHER,elementary,,40000,0,0,4,0.5990591398,32.237704918,5.0375626918,0,1,10.193727075,81169
0,OTHER,elementary,,40000,0,0,4,0.5990591398,32.237704918,5.0375626918,0,1,10.193727075,81170
0,OTHER,elementary,VIP,250000,0,0,0,13.888530466,40.676712329,5.7726027397,1,1,9.8849315068,81172
0,OTHER,elementary,,65000,0,0,1,0.3158602151,30.704109589,7.1397260274,0,0,9.3863013699,81180
0,OTHER,advanced,Corporate,31883,0,1,0,40.69233871,28.546597799,9.3068493151,0,0,6.0082191781,81184
0,2NDFL,advanced,Corporate,15973,0,1,,,45.621281533,0.4295007111,,,0.6075829029,81189
0,OTHER,elementary,,60000,0,0,2,0.8922715054,31.418032787,7.2896174863,0,0,5.7416722809,81192
0,OTHER,advanced,Corporate,44151,0,1,1,1.3752688172,27.879781421,7.1993637248,0,0,7.737704918,81193
0,OTHER,elementary,Corporate,32271,0,1,1,0.3353046595,27.479452055,2.8191780822,3,3,7.301369863,81195
0,OTHER,elementary,Corporate,85231,0,1,1,0.7251344086,41.766891234,2.6710008234,0,0,8.5668912344,81200
0,OTHER,elementary,Corporate,85231,0,1,1,0.7251344086,41.766891234,2.6710008234,0,0,8.5668912344,81201
0,2NDFL,high,,109594,0,0,0,18.568212366,35.923287671,9.7369863014,1,1,10.821917808,81205
0,OTHER,elementary,,20000,0,0,,,35.293150685,4.7552511416,,,12.766180103,81207
0,2NDFL,advanced,,34691,0,0,0,21.890793011,26.482925369,0.7870349577,0,0,6.0884048207,81210
0,OTHER,elementary,Corporate,46354,0,1,0,19.73077957,37.23208324,6.5334531028,1,1,10.684138034,81212
0,OTHER,advanced,Corporate,30390,0,1,2,1.3142921147,31.849726776,5.8048431769,0,0,10.032240437,81218
0,OTHER,elementary,,70000,0,0,1,0.4358198925,29.639404147,0.368852459,0,0,8.5765027322,81224
0,OTHER,high,Corporate,46891,0,1,0,71.410551075,30.082596003,0.3551912568,0,0,7.3045138109,81226
0,OTHER,advanced,Corporate,31535,0,1,0,15.604793907,57.537390523,12.99492477,,,9.6195823041,81227
0,OTHER,beginner,,60000,0,0,1,0.9510528674,42.006692118,7.6612021858,0,0,8.8888838985,81233
0,OTHER,advanced,Corporate,48577,0,1,1,0.1803091398,47.819178082,0.5176585074,2,2,2.7506849315,81237
0,OTHER,elementary,,30000,0,0,,,44.580185643,5.9205479452,,,9.3534246575,81246
0,OTHER,advanced,,150000,0,0,0,0.8872311828,41.427966165,2.7074182199,0,0,9.7594730144,81249
0,OTHER,advanced,,150000,0,0,0,0.8872311828,41.427966165,2.7074182199,0,0,9.7594730144,81250
0,OTHER,elementary,Corporate,204595,0,1,0,53.40750448,33.223317614,5.8273972603,1,1,7.8821917808,81253
0,OTHER,advanced,,42000,0,0,0,2.4458333333,50.984609626,0.0983606557,1,1,5.9599520922,81256
0,2NDFL,advanced,,16142,0,0,1,0.4431675627,28.737704918,11.326281907,0,0,8.4699453552,81260
0,OTHER,elementary,Corporate,65943,0,0,,,31.216438356,5.7178082192,,,11.076712329,81261
0,OTHER,elementary,Corporate,50940,0,1,,,25.576742271,2.4507148739,,,5.4096189835,81262
0,OTHER,advanced,,49050,0,0,0,1.9253360215,27.619178082,6.2821917808,0,0,6.3726027397,81275
0,OTHER,advanced,Corporate,48233,0,1,1,0.5659946237,43.715846995,15.836065574,0,0,8.6837862115,81278
0,OTHER,elementary,,27000,0,0,,,26.449315068,1.5275170297,,,1.8936372483,81280
0,OTHER,high,Corporate,31528,0,1,1,0.3386424731,30.976742271,6.2150984355,0,0,9.368523093,81281
0,OTHER,elementary,,70000,0,0,0,0.5372983871,36.837330639,1.3783142451,1,1,5.0012650648,81294
0,OTHER,elementary,,80000,0,0,0,0.6987231183,25.329133917,1.7150684932,1,1,5.2335055019,81296
0,OTHER,elementary,Corporate,90003,0,1,1,0.9198252688,38.808952766,4.4016393443,0,0,14.524021259,81301
0,2NDFL,elementary,,46374,0,0,0,6.7349014337,32.396174863,9.4110562168,1,1,9.0494123812,81308
0,2NDFL,elementary,,107142,0,0,2,0.958109319,49.239404147,13.951732914,0,0,4.2131147541,81311
0,OTHER,elementary,,120000,0,0,0,22.797110215,44.524590164,1.8640616813,0,0,12.773650722,81313
0,OTHER,elementary,,140000,0,0,1,1.1835349462,31.983606557,5.2046859795,0,0,9.1909873494,81319
0,OTHER,elementary,,50000,0,0,,,29.681765102,6.7420390748,,,8.1229508197,81322
0,2NDFL,elementary,,85260,0,0,1,0.9302643369,39.783561644,9.1865409088,1,1,10.046575342,81329
0,OTHER,advanced,,23000,0,0,,,43.031349652,5.642308556,,,9.4614866382,81333
0,OTHER,elementary,Corporate,88429,0,1,,,27.328767123,4.8916610525,,,4.6566883749,81335
0,OTHER,advanced,Corporate,33291,0,1,,,43.99726776,1.0016019163,,,8.9139306834,81339
0,OTHER,elementary,,35000,0,0,,,36.852885695,1.7890410959,,,11.610958904,81343
0,OTHER,elementary,Corporate,78729,0,0,0,23.368996416,39.747945205,0.5095890411,1,1,5.5099258927,81347
0,OTHER,elementary,Corporate,23907,0,1,0,0.660640681,30.768859945,12.024590164,0,0,9.4948873419,81348
0,2NDFL,high,,40919,0,0,2,0.3747759857,46.176076054,4.2131147541,1,1,0.9897746837,81349
0,2NDFL,elementary,,73080,0,0,0,5.1135752688,33.84666517,3.3014596901,0,0,9.6220076353,81355
0,OTHER,advanced,Corporate,40881,0,1,1,1.1851030466,29.84109589,2.4630136986,0,0,9.304109589,81360
0,OTHER,high,Corporate,19600,0,1,,,26.255528108,6.1514185194,,,6.211692492,81368
0,OTHER,beginner,VIP,120000,0,1,0,0.5036066308,30.115068493,0.2109589041,1,1,10.024657534,81372
0,OTHER,beginner,VIP,120000,0,1,0,0.5036066308,30.115068493,0.2109589041,1,1,10.024657534,81373
0,OTHER,advanced,Corporate,36500,0,1,1,0.3449596774,27.702185792,5.7411258328,0,0,7.0013998054,81376
0,2NDFL,elementary,,13043,0,0,,,31.231177483,2.6202185792,,,10.858574744,81382
0,OTHER,advanced,,18000,0,0,1,0.981765233,31.537076128,1.6274870874,0,0,7.1754322928,81384
0,2NDFL,elementary,,65283,0,0,1,0.6013664875,31.871584699,8.9517329141,0,0,9.4257055169,81387
0,OTHER,elementary,,40000,0,0,,,27.756164384,2.7260273973,,,7.2904109589,81396
0,OTHER,elementary,,48000,0,0,0,1.0809587814,48.021857923,5.2514185194,0,0,2.9527883824,81402
0,2NDFL,advanced,,35724,0,0,0,0.883266129,35.868852459,3.5871921551,0,0,10.965274347,81412
0,2NDFL,advanced,,25012,0,0,1,4.1152329749,26.987034958,1.2801856426,2,2,5.2062130399,81414
0,OTHER,elementary,,50000,0,0,0,,36.615644884,2.3745489932,0,0,7.3360655738,81415
0,OTHER,elementary,Corporate,65644,0,1,,,35.723287671,7.3671232877,,,10.81369863,81422
0,OTHER,elementary,,67000,0,0,1,0.1504704301,34.187349352,3.036664421,0,0,8.8092671607,81425
0,OTHER,advanced,Corporate,27970,0,1,2,1.077016129,40.968859945,2.9524215884,0,0,4.6263941912,81426
0,OTHER,elementary,,60000,0,0,0,0.9225806452,36.862377423,6.2322404372,1,1,10.555528108,81430
0,OTHER,elementary,,40000,0,0,1,0.7632840502,44.76049854,2.5029642937,1,2,11.355019088,81432
0,OTHER,elementary,,18000,0,0,1,-0.432101254,47.139726027,0.5424657534,1,1,1.9780821918,81435
0,OTHER,elementary,Corporate,18129,0,1,0,,34.628130848,0.3961748634,0,0,11.107582903,81439
0,OTHER,elementary,Corporate,36950,0,1,,,26.361643836,1.3016094019,,,6.0246575342,81444
0,OTHER,elementary,VIP,81743,0,1,,,28.476562617,3.2219178082,,,8.3095890411,81452
0,OTHER,advanced,Corporate,20185,0,1,0,10.726612903,42.746597799,4.7438580732,0,0,9.1438580732,81458
0,OTHER,elementary,,25000,0,0,,,26.118848716,0.1584699454,,,5.8640541957,81460
0,OTHER,elementary,,150000,0,0,3,1.1212589606,46.079452055,20.796347032,0,0,0.9766749008,81466
0,OTHER,elementary,,150000,0,0,3,1.1212589606,46.079452055,20.796347032,0,0,0.9766749008,81467
0,OTHER,advanced,Corporate,13447,0,1,0,55.928046595,49.197986376,2.8821917808,,,4.197260274,81468
0,2NDFL,elementary,,50525,0,0,1,0.5085797491,25.196122464,0.7495471218,0,0,4.349726776,81474
0,2NDFL,advanced,,28449,0,0,2,0.4055555556,45.612553335,22.837210869,0,0,0.5358410061,81476
0,OTHER,beginner,Corporate,34360,0,1,,,33.568523093,0.7356463807,,,11.538251366,81480
0,OTHER,elementary,,200000,0,0,2,0.8560483871,29.55890411,1.7397260274,1,1,8.1287671233,81489
0,OTHER,elementary,Corporate,53909,0,1,0,33.927710573,27.326027397,6.1178082192,1,1,7.1808219178,81492
0,2NDFL,elementary,,21448,0,0,0,0.992562724,28.081967213,0.7194101355,1,1,7.9207650273,81494
0,OTHER,elementary,,80000,0,0,0,5.4374327957,41.338932555,7.254001048,0,0,10.040302418,81510
0,OTHER,advanced,Corporate,41175,0,1,0,0.7979390681,29.143034658,6.019746987,1,1,3.3950894528,81513
0,2NDFL,advanced,,59292,0,0,2,0.632594086,47.543715847,18.371809267,1,1,2.0868777603,81514
0,2NDFL,advanced,,59292,0,0,2,0.632594086,47.543715847,18.371809267,1,1,2.0868777603,81516
0,2NDFL,elementary,,30905,0,0,1,0.5362903226,47.704109589,2.0739726027,1,1,2.6246575342,81521
0,2NDFL,advanced,Corporate,39480,0,1,,,29.428445243,0.839404147,,,9.2120068867,81527
0,OTHER,elementary,Corporate,71593,0,1,0,,40.959300846,5.4414926267,0,0,10.293547421,81528
0,OTHER,elementary,,34000,0,0,0,3.1464605735,30.301766599,8.0983606557,0,0,10.18395838,81530
0,OTHER,elementary,Corporate,30330,0,1,,,25.378336702,0.3032786885,,,5.2468298525,81532
0,OTHER,elementary,Corporate,96044,0,1,0,0.3442428315,29.769436335,0.7831349652,0,0,9.3228609926,81535
0,OTHER,elementary,Corporate,70921,0,1,0,10,34.037562692,0.3444120069,1,1,8.3279736507,81542
0,OTHER,advanced,Corporate,39772,0,1,0,4.0560035842,45.353424658,25.041133318,0,0,0.2815704768,81548
0,OTHER,elementary,Corporate,44726,0,1,,,38.725391122,0.6240212591,,,9.1555281084,81550
0,OTHER,elementary,,130000,0,0,1,0.7012320789,38.823864062,2.2046859795,0,0,7.9098360656,81558
0,OTHER,elementary,Corporate,34000,0,1,1,0.8563172043,47.232876712,7.4410958904,0,0,2.1835616438,81564
0,OTHER,elementary,Corporate,34000,0,1,1,0.8563172043,47.232876712,7.4410958904,0,0,2.1835616438,81565
0,OTHER,elementary,,29000,0,0,2,0.4135080645,25.353993562,0.7513661202,0,0,5.2909798638,81567
0,OTHER,advanced,Corporate,38173,0,1,1,1.4738799283,43.81369863,5.5260273973,0,0,10.580821918,81570
0,OTHER,elementary,,45000,0,0,,,44.608219178,0.1589041096,,,11.191780822,81571
0,OTHER,elementary,,70000,0,0,1,0.408938172,49.73950146,8.9641589939,0,0,4.7175836515,81573
0,OTHER,advanced,,45000,0,0,1,1,52.391458942,5.1892731492,0,0,6.7643835616,81574
0,OTHER,elementary,,47500,0,0,,,31.005479452,11.383561644,,,10.482191781,81576
0,OTHER,elementary,Corporate,59142,0,1,0,14.961312724,29.507582903,3.8469945355,0,0,9.0774459166,81589
0,OTHER,elementary,,50000,0,0,0,0.9880600358,33.741829478,4.6514185194,0,0,8,81592
0,OTHER,elementary,Corporate,26043,0,1,1,0.5425851254,42.029904933,3.3743169399,0,0,3.456284153,81596
0,OTHER,elementary,,45000,0,0,1,1.7278001792,29.734246575,3.5123287671,0,0,9.0716146418,81599
0,OTHER,elementary,,75000,0,0,0,39.568570789,33.708952766,5.3829253687,0,0,9.9911445467,81613
0,OTHER,elementary,,36000,0,0,0,0.4405689964,39.062377423,13.818541807,0,0,13.963747286,81615
0,OTHER,advanced,Corporate,78839,0,1,1,0.7914426523,41.808309005,8.5519125683,1,1,12.909836066,81617
0,OTHER,elementary,,93589,0,0,,,27.082191781,0.2876712329,,,6.7890410959,81636
