target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,2NDFL,elementary,,115048,0,0,,,26.210958904,1.214230107,,,6.1890410959,35756
0,OTHER,advanced,Corporate,33740,0,1,,,25.343753275,0.6232053297,,,5.2396436859,35759
0,OTHER,elementary,Corporate,38500,0,1,3,0.3420698925,27.668493151,3.1726027397,0,1,5.0444269781,35766
0,OTHER,elementary,Corporate,32723,0,1,0,0.5994175627,31.961643836,1.2547945205,0,0,11.632876712,35769
0,OTHER,high,,34407,0,0,2,0.7024193548,29.808219178,5.7150684932,1,1,9.5671232877,35786
0,OTHER,elementary,Corporate,60273,0,1,,,32.867347855,1.6575342466,,,4.1232876712,35787
0,OTHER,elementary,Corporate,382681,0,1,0,1.2432795699,30.554704693,8.0765027322,0,0,10.436896474,35791
0,OTHER,high,,90000,0,0,1,0.630577957,35.216438356,2.9315068493,0,0,9.8575342466,35795
0,OTHER,elementary,,83000,0,0,0,1.635483871,37.810958904,0.6563889513,0,0,9.8301369863,35796
0,2NDFL,beginner,,,0,1,1,0.7967293907,49.971682012,3.4672131148,0,0,4.9031888614,35798
0,OTHER,elementary,,100000,0,0,,,43.030136986,2.0794520548,,,9.4328767123,35800
0,OTHER,elementary,Corporate,112321,0,1,2,0.4441532258,32.932075754,10.260273973,0,0,7.4328767123,35807
0,OTHER,elementary,Corporate,91178,0,1,,,35.720547945,8.3506849315,,,12.610958904,35809
0,2NDFL,elementary,,52021,0,0,0,8.9284946237,26.967123288,1.8109589041,1,1,5.3315068493,35810
0,2NDFL,elementary,,43964,0,0,,,32.002739726,3.304109589,,,1.9430122015,35811
0,2NDFL,elementary,,50106,0,0,1,0.9243503584,26.67380792,0.898465454,0,0,6.6272325773,35830
0,2NDFL,elementary,,50106,0,0,1,0.9243503584,26.67380792,0.898465454,0,0,6.6272325773,35831
0,OTHER,elementary,Corporate,23342,0,1,,,27.463956883,1.9077924994,,,4.7434089378,35835
0,OTHER,elementary,Corporate,50271,0,1,0,8.7580197133,57.208683285,8.4508196721,0,0,12.035519126,35841
0,OTHER,elementary,Corporate,30821,0,1,1,0.4042562724,43.811423011,20.830601093,0,0,0.0765027322,35844
0,OTHER,elementary,Corporate,30821,0,1,1,0.4042562724,43.811423011,20.830601093,0,0,0.0765027322,35845
0,2NDFL,elementary,,39870,0,0,0,11.694198029,51.342465753,1.1671232877,0,0,6.1753424658,35848
0,OTHER,elementary,Corporate,37500,0,1,,,26.542465753,1.3061606408,,,6.5068493151,35854
0,OTHER,advanced,,15477,0,0,,,35.452840781,0.6284153005,,,8.90215585,35855
0,OTHER,elementary,Corporate,84274,0,1,,,25.983756269,1.5438655588,,,5.5903136462,35856
0,OTHER,elementary,,200000,0,0,1,1.0483646953,26.268493151,0.7410884048,1,1,6.1589041096,35866
0,OTHER,elementary,Corporate,44442,0,1,1,0.7994399642,27.00456621,0.2295081967,2,2,5.5360730594,35868
0,2NDFL,beginner,,32471,0,0,1,0.6390232975,27.136073059,2.497716895,1,1,7.0730593607,35870
0,2NDFL,beginner,,32471,0,0,1,0.6390232975,27.136073059,2.497716895,1,1,7.0730593607,35872
0,OTHER,elementary,,21000,0,0,0,17.731294803,41.097350101,9.6809117449,1,1,9.7110487312,35873
0,OTHER,elementary,,120000,0,0,1,-0.817137097,36.347945205,11.304109589,1,1,11.430136986,35879
0,OTHER,advanced,Corporate,20000,0,1,1,0.6602822581,34.545669586,5.137450408,0,0,10.074436709,35883
0,OTHER,elementary,Corporate,37162,0,1,,,44.31147541,1.6999101729,,,13.762923872,35885
0,2NDFL,beginner,,80415,0,0,,,48.117808219,12.235616438,,,3.1095890411,35887
0,OTHER,elementary,,37257,0,0,2,0.6340949821,25.561658807,2.8191780822,1,1,5.4250467849,35895
0,OTHER,advanced,Corporate,28981,0,1,,,55.474122315,1.1343962871,,,10.293300397,35896
0,OTHER,elementary,Corporate,106150,0,1,0,0.3425851254,32.732629688,7.3616438356,2,2,4.2162362452,35898
0,OTHER,elementary,Corporate,106150,0,1,0,0.3425851254,32.732629688,7.3616438356,2,2,4.2162362452,35899
0,OTHER,advanced,Corporate,16910,0,1,1,0.6349462366,36.56912194,4.5225465978,0,0,9.4677520773,35901
0,OTHER,elementary,,40000,0,0,1,1.0529793907,25.671232877,2.1260273973,0,0,5.5698630137,35903
0,OTHER,elementary,Corporate,90273,0,1,0,0.3381944444,25.487671233,1.7534246575,0,0,5.3452054795,35913
0,OTHER,elementary,Corporate,57733,0,1,1,0.8946236559,25.623744292,2.1716894977,0,0,5.5552511416,35914
0,OTHER,elementary,Corporate,52516,0,1,0,6.6915994624,46.879452055,0.8743992814,0,0,1.802739726,35919
0,OTHER,advanced,Corporate,36595,0,1,0,0.3120295699,30.271232877,3.5068493151,1,1,10.136986301,35922
0,OTHER,advanced,Corporate,36595,0,1,0,0.3120295699,30.271232877,3.5068493151,1,1,10.136986301,35923
0,2NDFL,elementary,,38289,0,0,,,27.117808219,0.7360880305,,,7.0109589041,35929
0,OTHER,high,,30000,0,0,0,1353.9495072,27.107313422,0.5,0,0,0.9977243806,35935
0,OTHER,elementary,,70000,0,0,,,52.687671233,4.8136986301,1,2,6.9342465753,35936
0,OTHER,advanced,Corporate,22653,0,1,1,0.4017249104,38.156164384,3.4849315068,1,1,10.928767123,35940
0,2NDFL,elementary,,31481,0,0,,,35.532450034,1.5543678419,,,6.9845048282,35942
0,2NDFL,beginner,,37283,0,0,0,8.7318324373,44.465012351,12.06557377,0,0,10.856793173,35947
0,OTHER,elementary,,120000,0,0,0,1.3056003584,33.515068493,2.0630136986,0,0,1.1178082192,35952
0,OTHER,advanced,Corporate,78618,0,1,,,45.969863014,13.249674377,,,0.9327344861,35960
0,2NDFL,elementary,,63222,0,0,1,0.5992607527,34.287671233,10.539726027,0,0,9.6383561644,35963
0,OTHER,advanced,Corporate,38759,0,1,0,3.6047491039,41.342465753,0.4757916012,0,0,10.624657534,35966
0,OTHER,advanced,Corporate,26221,0,1,,,29.171150535,0.5054644809,,,4.0628415301,35974
0,OTHER,advanced,Corporate,25532,0,1,,,38.545205479,0.4346657684,,,11.126027397,35975
0,OTHER,elementary,,80000,0,0,,,46.589827083,1.6637996856,,,0.803525713,35977
0,OTHER,advanced,Corporate,38865,0,1,1,0.7321460573,33.143618534,2.9835616438,1,1,4.5698480425,35980
0,2NDFL,elementary,,84281,0,0,1,0.3155017921,47.489071038,0.1775956284,0,0,2.3994385807,35987
0,OTHER,elementary,,18000,0,0,1,-0.403113799,44.336986301,2.298630137,1,1,3.498630137,35989
0,OTHER,high,,63000,0,0,0,0.9813620072,41.357616588,7.0562467251,0,0,8.150273224,35991
0,OTHER,elementary,,100000,0,0,,,25.75890411,1.8684931507,,,5.7369863014,35994
0,OTHER,elementary,,52000,0,0,0,30.763732079,40.639995509,1.9917808219,0,0,10.506849315,35996
0,OTHER,elementary,Corporate,91365,0,1,2,0.5378808244,27.208847968,5.1047383786,1,1,6.8992589266,36006
0,2NDFL,elementary,,56777,0,0,1,1.0533154122,51.838797814,3.3961748634,0,0,5.6186091773,36010
0,OTHER,elementary,Corporate,88717,0,1,2,0.406765233,44.588142825,1.4082191781,0,0,11.117808219,36012
0,2NDFL,elementary,Corporate,123446,0,0,0,18.410304659,28.37704918,0.3879781421,1,1,7.3563140954,36026
0,OTHER,elementary,Corporate,31319,0,1,0,44.767226703,27.235616438,0.3339845797,0,0,6.7315068493,36029
0,OTHER,elementary,Corporate,58688,0,1,0,2.2510528674,26.658477431,3.0749157871,0,0,0.8776555131,36035
0,OTHER,elementary,VIP,444790,0,1,1,0.8885976703,39.650273224,4.1830601093,0,0,9.0679317314,36038
0,OTHER,elementary,Corporate,30578,0,0,0,1,31.967123288,6.8136986301,1,1,11.832876712,36051
0,OTHER,elementary,,100000,0,0,0,1.1477374552,44.621176735,1.3554233101,0,0,8.944464406,36082
0,OTHER,advanced,Corporate,36715,0,1,2,0.7591397849,34.205479452,1.6465753425,0,0,9.9260273973,36085
0,2NDFL,advanced,,13756,0,0,1,0.9484318996,35.568306011,1.1848267086,0,1,9.6177034209,36088
0,OTHER,elementary,Corporate,110576,0,1,0,1.7678539427,43.959016393,11.989071038,0,0,10.096998278,36091
0,OTHER,elementary,,50000,0,0,1,1.1459453405,25.091863163,1.8891234374,1,1,4.7932330264,36094
0,OTHER,elementary,,35500,0,0,0,2.9834453405,27.286578337,3.1112358709,0,0,7.1331536792,36100
0,OTHER,elementary,,80000,0,0,2,0.380062724,29.942937346,2.3155400853,0,0,4.193989071,36106
0,OTHER,elementary,Corporate,33726,0,1,1,1.0468862007,27.726334306,2.6331836215,0,0,7.6441425256,36110
0,2NDFL,high,,250274,0,0,1,0.5754928315,38.293622277,7.0552661127,0,0,1.1045811812,36113
0,2NDFL,advanced,,20959,0,0,0,,31.018616663,0.928205704,1,2,2.7117673479,36117
0,OTHER,beginner,Corporate,142421,0,1,,,33.750684932,0.5119694588,,,8.632188038,36120
0,OTHER,elementary,Corporate,16000,0,1,,,49.58630137,4.0712328767,,,4.2602739726,36121
0,2NDFL,advanced,,26970,0,0,1,0.5610215054,27.707650273,4.087431694,1,1,6.6785313272,36125
0,OTHER,advanced,,100000,0,0,2,0.7922267025,39.37260274,5.8246575342,0,0,8.6618534321,36127
0,OTHER,advanced,,25000,0,0,1,0.4691532258,36.021857923,4.9298749906,1,1,11.68579235,36131
0,OTHER,elementary,Corporate,65000,0,1,0,14.142921147,30.120547945,0.2246575342,1,1,9.3246350775,36148
0,OTHER,elementary,,40000,0,0,0,,32.884010779,10.670312149,0,0,10.431955985,36149
0,OTHER,elementary,Corporate,48529,0,1,3,0.470609319,50.888135339,7.1538887641,0,0,5.8799161614,36154
0,2NDFL,elementary,,104653,0,0,1,0.4377240143,42.215697283,3.5218579235,0,1,10.856793173,36155
0,OTHER,advanced,Corporate,38337,0,0,,,37.251560746,0.5068493151,,,5.7761509095,36157
0,OTHER,elementary,,28000,0,0,0,2.8910170251,47.280238042,23.047361329,0,0,2.2555805075,36158
0,OTHER,elementary,,57000,0,0,,,28.032876712,3.1917808219,,,6.8410958904,36162
0,OTHER,elementary,Corporate,57610,0,1,2,0.4071908602,28.543715847,1.5239164608,0,0,8.3005464481,36163
0,OTHER,advanced,Corporate,36426,0,1,1,0.636312724,27.049315068,0.8256680889,0,0,6.9780821918,36165
0,OTHER,elementary,,66000,0,0,,,40.823519725,21.408219178,,,11.367123288,36167
0,OTHER,advanced,Corporate,21715,0,1,1,0.8924955197,54.323122988,5.898465454,0,0,8.0409836066,36169
0,2NDFL,elementary,,20883,0,0,0,22.796774194,31.163934426,1.0434837937,0,0,10.388689273,36171
0,OTHER,elementary,VIP,125522,0,1,0,0.7923611111,32.50025451,3.8109589041,0,0,4.4237517778,36174
0,OTHER,elementary,VIP,125522,0,1,0,0.7923611111,32.50025451,3.8109589041,0,0,4.4237517778,36176
0,OTHER,elementary,,27000,0,0,,,29.55890411,2.0821917808,,,6.7342465753,36180
0,OTHER,elementary,Corporate,41173,0,1,1,1.2831765233,25.580821918,3.8904109589,0,0,5.5397260274,36188
0,OTHER,elementary,VIP,130000,0,0,0,0.2396505376,51.383561644,5.1095890411,0,0,6.3616438356,36191
0,OTHER,elementary,VIP,130000,0,0,0,0.2396505376,51.383561644,5.1095890411,0,0,6.3616438356,36192
0,OTHER,advanced,Corporate,40223,0,1,1,0.3696460573,33.915068493,1.7369863014,0,0,9.1479452055,36198
0,OTHER,elementary,,65000,0,0,1,1.1094310036,38.301369863,6.1397260274,1,1,12.974002545,36214
0,OTHER,elementary,Corporate,52572,0,1,0,61.4359319,30.50062879,5.4156972827,0,0,9.8978890636,36224
0,OTHER,elementary,Corporate,89366,0,1,1,0.4376344086,40.254098361,16.574257055,1,1,11.887978142,36227
0,OTHER,elementary,Corporate,89366,0,1,1,0.4376344086,40.254098361,16.574257055,1,1,11.887978142,36228
0,OTHER,elementary,Corporate,89366,0,1,1,0.4376344086,40.254098361,16.574257055,1,1,11.887978142,36229
0,OTHER,elementary,Corporate,278770,0,1,,,38.432876712,0.2383561644,,,12.147945205,36232
0,OTHER,elementary,,91600,0,0,0,50.508982975,44.80222322,1.1136986301,1,1,9.8712328767,36236
0,OTHER,elementary,Corporate,26951,0,1,0,,26.912328767,0.527419717,0,0,6.7561643836,36242
0,OTHER,advanced,,15000,0,0,0,20.117405914,41.976128453,18.26105996,0,0,10.704895576,36253
0,2NDFL,elementary,,51180,0,0,1,0.2485215054,35.115068493,1.0962796617,2,2,11.156164384,36254
0,OTHER,advanced,,50000,0,0,2,-0.821281362,36.189041096,3.6328767123,1,1,6.2904109589,36270
0,OTHER,elementary,,70000,0,0,,,46.523287671,11.161643836,,,1.4931506849,36281
0,OTHER,elementary,Corporate,17068,0,1,0,0.7911738351,33.547945205,5.169930384,0,0,6.9890410959,36296
0,OTHER,elementary,Corporate,108763,0,1,1,0.9574596774,31.674279512,4.1393442623,0,0,10.674279512,36298
0,OTHER,elementary,Corporate,108763,0,1,1,0.9574596774,31.674279512,4.1393442623,0,0,10.674279512,36300
0,OTHER,advanced,Corporate,104675,0,1,,,34.268493151,0.5828879407,,,10.493150685,36302
0,2NDFL,beginner,,149992,0,0,1,-0.815456989,52.161643836,0.7178082192,1,1,6.6410958904,36305
0,OTHER,advanced,Corporate,20307,0,1,0,,53.894805,15.827868852,0,0,8.7961748634,36308
0,OTHER,elementary,,60000,0,0,1,0.6701388889,37.332614717,8.3306010929,0,0,5.7791900591,36313
0,OTHER,elementary,Corporate,43268,0,1,,,43.473972603,2.2520547945,,,11.263013699,36315
0,OTHER,high,,300000,0,0,0,2.0870519713,37.118437009,0.4398907104,0,1,11.337615091,36318
0,OTHER,elementary,Corporate,85243,0,1,0,2.8945116487,34.218437009,1.7581630362,0,0,9.040354817,36320
0,2NDFL,elementary,,40511,0,0,,,38.912328767,11.22739726,,,10.854794521,36322
0,OTHER,elementary,Corporate,65892,0,1,0,,25.888958754,3.7103825137,1,1,0.5054644809,36337
0,OTHER,elementary,Corporate,111399,0,1,0,,28.598547795,3.5300546448,0,0,7.7677595628,36342
0,2NDFL,advanced,,23671,0,0,1,1.2135304659,48.363387978,14.534553485,0,0,3.2222247174,36347
0,OTHER,high,Corporate,15313,0,1,2,0.7567428315,33.328767123,10.076712329,0,0,10.545205479,36349
0,OTHER,advanced,Corporate,49785,0,1,0,,25.046410659,0.7532599745,0,0,5.0135339472,36355
0,2NDFL,elementary,,58727,0,0,0,,38.750834643,0.693989071,1,1,7.1069990269,36363
0,OTHER,elementary,,80000,0,0,0,2.151702509,32.672782394,5.3561643836,0,0,10.24109589,36375
0,OTHER,advanced,Corporate,29806,0,1,1,1.5692428315,39.906999027,0.5300546448,0,0,5.0741223145,36377
0,OTHER,advanced,Corporate,44180,0,1,1,0.1866487455,32.177692941,0.6203158919,0,0,7.4849315068,36378
0,2NDFL,elementary,,29057,0,0,0,9.048812724,37.059607755,12.487671233,1,1,11.890410959,36380
0,OTHER,advanced,,25000,0,0,0,27.919937276,51.282191781,0.4876712329,1,1,6.1342465753,36382
0,2NDFL,elementary,,98412,0,0,,,53.124185942,30.956164384,,,8.1150684932,36384
0,OTHER,elementary,,90000,0,0,,,35.501369863,18.783561644,,,7.402739726,36392
0,2NDFL,elementary,,19480,0,0,,,37.17406243,7.8415300546,,,0.0546448087,36399
0,2NDFL,elementary,,48672,0,0,0,9.6932571685,58.402739726,1.1712253911,1,1,11.975342466,36407
0,OTHER,elementary,,190000,0,0,0,8,39.991803279,1.745669586,0,0,3.9316939891,36409
0,OTHER,elementary,,190000,0,0,0,8,39.991803279,1.745669586,0,0,3.9316939891,36410
0,OTHER,advanced,Corporate,42562,0,1,,,29.98630137,0.9930309155,,,1.904109589,36413
0,2NDFL,beginner,,163560,0,0,1,0.8905689964,27.827868852,1.5517927989,3,3,3.9262295082,36414
0,OTHER,elementary,,65000,0,0,0,5.7579077061,32.128415301,10.559690097,0,0,9.7898270829,36420
0,OTHER,elementary,Corporate,57689,0,1,0,3.8948252688,26.365491429,1.86138184,0,0,6.3298749906,36431
0,2NDFL,elementary,,,0,1,2,0.3101478495,38.802739726,6.7808219178,0,0,6.8849315068,36433
0,OTHER,advanced,Corporate,52717,0,1,,,49.173358784,1.4931506849,,,4.0547945205,36441
0,OTHER,elementary,Corporate,72442,0,0,0,12.41124552,27.865753425,0.2794520548,,,7.5890410959,36442
0,OTHER,elementary,Corporate,165000,0,1,,,34.498630137,0.2575342466,,,9.9506849315,36456
0,OTHER,high,,36000,0,0,0,1.5985887097,33.439299349,0.3142076503,0,0,9.461217157,36463
0,OTHER,advanced,,35000,0,0,,,33.997260274,1.2892656636,,,12.526027397,36464
0,2NDFL,elementary,,184664,0,0,,,32.115068493,4.0794520548,,,9.2085410585,36465
0,2NDFL,elementary,,81614,0,0,2,-0.043682796,32.131506849,5.5016767722,2,2,10.22739726,36468
0,2NDFL,elementary,,71829,0,0,,,51.210958904,2.4219178082,,,6.1616438356,36471
0,OTHER,elementary,Corporate,102482,0,1,1,1.1842517921,31.789041096,9.3266786436,1,1,9.6876712329,36473
0,2NDFL,elementary,,45318,0,0,,,25.022748709,0.5937869601,,,4.9981585448,36484
0,OTHER,advanced,,25000,0,0,0,8.6036514337,33.873972603,9.8493150685,1,1,11.536986301,36487
0,2NDFL,elementary,,97403,0,0,1,0.3463933692,34.845123138,3.8961748634,0,0,10.393068343,36489
0,OTHER,elementary,,80000,0,0,1,1.0822804659,44.101092896,8.9610749308,0,0,9.9528557527,36498
0,OTHER,elementary,Corporate,148245,0,1,2,0.9839829749,35.879452055,1.3698630137,0,0,10.290410959,36502
0,OTHER,elementary,,250000,0,0,1,0.2418682796,48.147945205,7.4794520548,1,1,3.104109589,36510
0,OTHER,high,Corporate,31789,0,1,1,0.3750672043,25.847361329,3.3843476308,0,0,3.6144846171,36513
0,2NDFL,beginner,,127141,0,0,0,-0.812724014,38.18630137,0.2684931507,1,1,13.040212591,36518
0,OTHER,beginner,Corporate,33194,0,1,,,52.038251366,1.2505951044,,,6.9875814058,36520
0,OTHER,elementary,Corporate,43340,0,1,0,0.2492383513,27.942622951,3.1114080395,0,0,7.8825136612,36522
0,OTHER,elementary,Corporate,128480,0,1,0,0.8892249104,35.576502732,7.5218579235,0,0,4.94939741,36523
0,OTHER,high,,135000,0,0,0,54.986043907,49.76309604,1.5576165881,3,4,4.7576165881,36524
0,OTHER,elementary,,80000,0,0,,,38.424657534,1.0776180852,,,1.0940115278,36529
0,2NDFL,elementary,,30698,0,0,0,25.73062276,49.067205629,0.6370686429,0,0,1.9411782319,36532
0,OTHER,elementary,Corporate,49754,0,1,0,,25.787087357,0.5382513661,0,0,2.3733887267,36533
0,OTHER,advanced,Corporate,33166,0,1,0,,29.554876862,6.1411782319,1,1,2.0946028894,36538
0,OTHER,beginner,Corporate,100000,0,1,1,0.5094310036,40.426229508,14.293779475,1,1,9.0252863238,36539
0,OTHER,elementary,Corporate,43875,0,1,0,1347.2505152,41.610217831,8.106557377,0,0,9.6348753649,36548
0,OTHER,elementary,Corporate,81874,0,1,1,0.4038530466,33.227232577,2.6464106595,0,0,8.7477805225,36556
0,OTHER,elementary,Corporate,96612,0,1,0,22.594018817,37.356950371,2.5514709185,0,0,10.844621603,36558
0,OTHER,elementary,,35000,0,0,1,0.6648521505,47.87704918,1.8228609926,1,1,2.8283404446,36561
0,OTHER,elementary,Corporate,88371,0,1,,,26.96258702,2.5708061981,,,6.8721760611,36566
0,OTHER,elementary,Corporate,10990,0,1,0,1348.7631048,34.264668014,9.6865858223,0,0,2.0728871922,36581
0,OTHER,elementary,,70000,0,0,1,0.7002016129,36.530054645,1.0604236844,0,0,11.476862041,36588
0,OTHER,elementary,Corporate,110973,0,1,1,0.6672043011,35.567587394,1.1867654765,0,0,10.910053148,36592
0,OTHER,elementary,Corporate,38437,0,1,1,0.3805331541,25.529874991,2.0504229358,0,0,5.5189160865,36597
0,OTHER,elementary,,80000,0,0,0,1.7555331541,45.468493151,3.2410958904,1,1,0.2164383562,36599
0,OTHER,high,,60000,0,0,0,13.403853047,45.838356164,4.369511191,0,0,0.73836365,36602
0,OTHER,elementary,,124136,0,1,0,0.6392473118,37.194520548,12.035616438,0,0,11.764383562,36604
0,OTHER,elementary,,124136,0,1,0,0.6392473118,37.194520548,12.035616438,0,0,11.764383562,36607
0,OTHER,elementary,VIP,286879,0,1,1,0.6393145161,36.56010929,0.5573770492,0,0,2.2799161614,36608
0,OTHER,elementary,VIP,286879,0,1,1,0.6393145161,36.56010929,0.5573770492,0,0,2.2799161614,36611
0,OTHER,elementary,,100000,0,0,0,0.4330869176,39.627696684,1.6468747661,0,0,9.9071487387,36613
0,2NDFL,elementary,,,0,1,,,30.734246575,4.5120443147,,,5.6794520548,36624
0,OTHER,elementary,Corporate,33055,0,1,0,,46.864473389,1.8370761285,0,0,1.8206377723,36625
0,2NDFL,beginner,,30450,0,0,1,0.8608422939,36.415300546,0.4344262295,0,0,8.9382738229,36629
0,OTHER,elementary,Corporate,114541,0,1,1,0.9844758065,40.114754098,3.3920877311,0,0,11.186608279,36632
0,OTHER,elementary,Corporate,63124,0,0,0,12.661984767,36.367123288,7.2465753425,1,1,10.517808219,36642
0,OTHER,elementary,Corporate,65064,0,1,0,1359.1471326,26.734246575,0.481585448,1,1,6.6794520548,36643
0,OTHER,elementary,Corporate,205608,0,1,,,36.979182574,0.525630661,,,7.7479452055,36645
0,OTHER,elementary,Corporate,88701,0,1,,,31.591780822,0.5424657534,,,9.8191780822,36649
0,OTHER,advanced,Corporate,32224,0,1,,,47.709589041,-4.6,,,2.3287671233,36653
0,OTHER,elementary,Corporate,218191,0,1,0,3.9844310036,33.166382214,0.5170671457,,,9.147204132,36654
0,2NDFL,elementary,,22636,0,0,0,5.9843862007,28.204918033,0.3852459016,0,0,7.2314170222,36657
0,2NDFL,elementary,,39150,0,0,0,,35.830601093,0.8422037578,1,1,13.094258552,36658
0,OTHER,advanced,Corporate,12318,0,1,,,39.008219178,11.709589041,,,12.073972603,36664
0,OTHER,high,,20000,0,0,1,0.208781362,25.242405869,3.2246575342,1,1,5.1795643386,36673
0,2NDFL,elementary,,174926,0,0,0,4.9904569892,28.167123288,1.3157571675,2,2,7.9397260274,36675
0,OTHER,elementary,,100000,0,0,1,0.3392249104,38.235616438,5.8493150685,0,0,13.172939591,36677
0,OTHER,elementary,,120000,0,0,0,0.5039650538,51.797724381,0.3743169399,0,0,6.7484093121,36680
0,2NDFL,elementary,,249368,0,0,1,0.3109094982,33.200464107,0.6284153005,0,0,1.5895052025,36685
0,OTHER,elementary,Corporate,55757,0,1,0,1.1859318996,28.594168725,0.5201961225,0,0,8.4599221499,36687
0,OTHER,elementary,,30000,0,0,0,1354.640233,53.178389101,1.2222247174,1,1,8.087431694,36692
0,OTHER,elementary,,60000,0,0,0,6.3727374552,33.683134965,0.9077924994,0,0,5.2913541433,36698
0,OTHER,elementary,,117000,0,0,0,,54.838356164,4.5604985403,0,0,7.8849315068,36708
0,OTHER,advanced,Corporate,13711,0,1,2,1.4422939068,42.37204132,10.28984954,0,0,9.226835841,36710
0,2NDFL,elementary,,648752,0,0,2,0.4094758065,36.040983607,14.685560296,0,0,10.647204132,36714
0,OTHER,advanced,Corporate,69083,0,1,,,40.793390224,4.9655213714,,,9.6383561644,36718
0,OTHER,elementary,Corporate,31908,0,1,0,4.9928763441,30.513616289,2.0012875215,0,0,10.488958754,36719
0,2NDFL,elementary,,63365,0,0,,,50.131970956,2.0470394491,,,5.038820271,36724
0,OTHER,advanced,Corporate,28310,0,1,,,38.597095591,3.5628415301,,,9.895725728,36731
0,2NDFL,advanced,,11436,0,0,0,56.602912186,45.784504828,1.2831349652,,,0.6776555131,36738
0,OTHER,elementary,,350000,0,0,1,0.469265233,37.789827083,2.6473613294,0,1,4.9432517404,36741
0,OTHER,elementary,Corporate,139143,0,1,,,30.25148589,0.5418968486,,,7.0049105472,36743
0,2NDFL,advanced,,41275,0,0,0,2.7659050179,35.602739726,1.2698555281,1,1,14.202739726,36745
0,OTHER,elementary,Corporate,59759,0,1,1,0.9885528674,32.010928962,9.8879781421,0,0,1.3948274571,36746
0,OTHER,elementary,Corporate,208867,0,1,1,4.9517249104,33.412777903,0.4812710532,0,0,10.199079272,36747
0,OTHER,elementary,Corporate,208867,0,1,1,4.9517249104,33.412777903,0.4812710532,0,0,10.199079272,36748
0,OTHER,beginner,,93120,0,0,1,0.3451836918,35.794520548,1.4602739726,0,0,10.75890411,36755
0,OTHER,beginner,,93120,0,0,1,0.3451836918,35.794520548,1.4602739726,0,0,10.75890411,36756
0,OTHER,elementary,,19000,0,0,2,0.7923611111,30.512328767,8.639441575,1,1,9.8602739726,36758
0,OTHER,beginner,,200000,0,0,,,39.961643836,2.7150684932,,,2.4054794521,36760
0,OTHER,advanced,Corporate,21889,0,1,,,55.124073658,33.299416124,,,10.06105996,36763
0,OTHER,elementary,Corporate,71929,0,1,1,0.5683691756,28.721408788,5.3589041096,0,0,7.9287671233,36765
0,2NDFL,advanced,,17274,0,0,1,0.4680107527,32.37183921,4.9292162587,0,0,9.5397260274,36771
0,OTHER,elementary,Corporate,68905,0,1,,,47.021917808,4.5093120743,,,1.7643835616,36783
0,OTHER,advanced,Corporate,43507,0,1,1,1.1124103943,33.918916087,2.1024777304,0,0,2.4723407441,36785
0,OTHER,elementary,,223592,0,1,,,40.785043791,1.9123287671,,,12.708541058,36796
0,OTHER,elementary,Corporate,68773,0,1,,,28.91914814,1.7287671233,,,2.1260273973,36799
0,OTHER,advanced,Corporate,43454,0,1,,,30.090410959,1.2413279437,,,10.016438356,36801
0,OTHER,elementary,Corporate,60801,0,1,,,25.197948948,0.8673478554,,,5.1624298226,36802
0,2NDFL,advanced,,22430,0,0,,,36.61369863,9.2598323228,,,11.534246575,36805
0,OTHER,advanced,Corporate,23550,0,1,1,0.629547491,33.122718766,0.4597050677,0,0,7.2322404372,36806
0,2NDFL,advanced,,22612,0,0,1,0.8204973118,37.18484168,0.8341567483,0,0,6.2588142825,36810
0,OTHER,advanced,Corporate,26916,0,1,0,,45.883471817,0.2322404372,,,0.8533348305,36812
0,OTHER,beginner,VIP,110000,0,0,,,48.367123288,7.095890411,,,3.3424657534,36814
0,OTHER,advanced,,27000,0,0,0,0.5044130824,49.528767123,13.742465753,0,0,4.4159517928,36820
0,OTHER,advanced,,50000,0,0,0,54.598140681,51.704918033,11.469945355,,,6.5740549442,36824
0,2NDFL,advanced,,18815,0,0,0,11,40.899715548,21.789041096,1,1,12.361464181,36827
0,OTHER,advanced,,40000,0,0,,,38.589041096,2.8136986301,,,12.246575342,36831
0,OTHER,elementary,Corporate,57988,0,1,0,0.5328853047,26.635616438,2.4,1,1,3.9178082192,36834
0,OTHER,elementary,Corporate,91937,0,1,0,15.829166667,27.690410959,6.1835616438,1,1,7.6493150685,36836
0,2NDFL,elementary,,48067,0,0,,,30.254794521,12.426484018,,,9.4602739726,36838
0,2NDFL,elementary,,206072,0,0,1,0.635797491,33.615697283,4.5992589266,0,0,11.108847968,36839
0,2NDFL,elementary,,206072,0,0,1,0.635797491,33.615697283,4.5992589266,0,0,11.108847968,36840
0,OTHER,elementary,Corporate,75737,0,1,2,1.2402105735,41.228018564,0.4918032787,0,0,9.8197993862,36843
0,OTHER,elementary,,50000,0,0,1,0.1852374552,28.863485291,3.098630137,0,0,8.2569279138,36846
0,OTHER,elementary,,50000,0,0,1,0.1852374552,28.863485291,3.098630137,0,0,8.2569279138,36847
