Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
19;1046119;2НДФЛ;Ремонт;1;0.34;мужской;2;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;185;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046139;Форма банка (без печати работодателя);Покупка земли;0;0.5;мужской;0;0;высшее;менеджер среднего звена;>250;0;47;24;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046159;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;высшее;менеджер среднего звена;>250;0;9;31;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0;0;3;18;3;0;2;16;29;0;0;0;0;0;0;0
19;1046179;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;женский;0;0;высшее;специалист;>250;0;5;47;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;1;0;0;0.5;2;2;16;4;1;0;4;35;0;0;0;0;0;0;0
19;1046199;Свободная форма с печатью работодателя;Ремонт;1;0.46;мужской;0;0;высшее;менеджер среднего звена;>250;0;18;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046219;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;< 50;0;56;28;Торговля;ООО;женат / замужем;;;;;;0;1;0;0;0;1;2;0;33;2;1;0;27;30;0;0;0;0;0;0;0
19;1046239;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;0;0;высшее;рабочий;>250;1;11;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046259;2НДФЛ;Ремонт;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;27;25;Сельское и лесное хозяйство;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.6666666667;2;1;20;3;2;0;6;11;0;0;0;0;0;0;0
19;1046279;Поступление зарплаты на счет;Обучение;0;0.34;женский;1;0;высшее;специалист;>250;0;124;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046299;2НДФЛ;Покупка автомобиля;1;0.3;мужской;1;0;высшее;рабочий;>250;3;28;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046319;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046339;Поступление зарплаты на счет;Ремонт;0;0.17;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046359;Поступление зарплаты на счет;Обучение;1;0.47;женский;2;0;среднее;вспомогательный персонал;>250;0;99;35;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;1;1;1;0.5;3;3;61;6;1;0;0;72;0;0;0;0;0;0;0
19;1046379;Форма банка (без печати работодателя);Отпуск;1;0.16;мужской;1;0;ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046399;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.43;женский;1;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046419;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;14;44;Другое;ЗАО;женат / замужем;1;1;1;0;0;0.1261261261;0;1;1;0;0.4444444444;4;5;97;9;3;0;2;102;1;0;0;0;0;0;0
19;1046439;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.28;мужской;3;0;незаконченное высшее;менеджер среднего звена;>250;0;35;36;Другое;Государственное предприятие;женат / замужем;1;1;0;0;0;0.0363636364;0;0;0;0;0.4545454545;5;6;159;11;3;0;13;110;1;1;0;0;1;0;0
19;1046459;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;3;28;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046479;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;0;0;высшее;рабочий;>250;0;25;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046499;2НДФЛ;Покупка недвижимости/ строительство;1;0.11;мужской;0;0;высшее;менеджер высшего звена;>250;0;429;56;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046519;Форма банка (без печати работодателя);Ремонт;0;0.44;женский;0;0;среднее-специальное;другое;>250;0;153;52;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046539;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.27;женский;0;0;высшее;специалист;< 50;0;14;32;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;35;4;0;1;20;73;0;0;0;0;0;0;0
19;1046559;2НДФЛ;Ремонт;1;0.5;женский;0;0;среднее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046579;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046599;Поступление зарплаты на счет;Покупка автомобиля;0;0.46;женский;2;0;среднее;торговый представитель;>250;0;11;36;Торговля;ООО;женат / замужем;2;2;2;0;0;0.0666666667;1;1;1;1;0.3333333333;2;4;112;6;1;0;0;100;1;0;0;0;0;0;0
19;1046619;2НДФЛ;Ремонт;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;49;30;Информационные технологии;ОАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
19;1046639;Поступление зарплаты на счет;Покупка мебели;0;0.14;женский;0;0;высшее;вспомогательный персонал;>250;1;15;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046659;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;6;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046679;2НДФЛ;Покупка недвижимости/ строительство;0;0.34;мужской;0;0;среднее-специальное;специалист;>250;0;373;52;Другое;ОАО;разведен / разведена;2;1;1;1;1;0;0;0;0;0;0;0;2;11;2;0;0;49;62;0;0;0;0;0;0;0
19;1046699;2НДФЛ;Ремонт;1;0.25;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;178;50;Другое;ОАО;повторный брак;1;1;1;1;0;0.025210084;1;0;0;0;0.375;3;5;116;8;0;1;19;88;1;0;0;0;0;0;0
19;1046719;Поступление зарплаты на счет;Ремонт;1;0.42;женский;0;0;среднее;рабочий;>250;0;98;57;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.011627907;0;0;0;0;0.3333333333;2;4;85;6;1;3;11;75;1;0;0;0;0;0;0
19;1046739;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;41;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046759;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;мужской;1;0;среднее-специальное;специалист;>250;0;57;31;Сельское и лесное хозяйство;ЗАО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0.5714285714;4;3;68;7;3;0;11;46;0;0;0;0;0;0;0
19;1046779;Поступление зарплаты на счет;Ремонт;1;0.13;мужской;0;0;высшее;специалист;>250;0;21;24;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;1;1;0;2;1;0;0;4;4;0;0;0;0;0;0;0
19;1046799;Форма банка (без печати работодателя);Ремонт;1;0.43;женский;1;0;высшее;менеджер высшего звена;< 50;0;78;42;Торговля;ООО;разведен / разведена;4;1;0;0;0;0.0516431925;1;1;1;0;0.8888888889;8;1;202;9;4;0;2;63;1;0;0;0;0;0;0
19;1046819;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.06;мужской;0;0;среднее-специальное;специалист;>250;0;292;54;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046839;Форма банка (без печати работодателя);Отпуск;1;0.45;женский;0;0;высшее;специалист;>250;0;59;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046859;Свободная форма с печатью работодателя;Покупка бытовой техники;0;0.45;женский;0;0;высшее;менеджер по продажам;< 50;3;10;27;Торговля;ООО;холост / не замужем;2;2;1;1;1;0;0;1;1;1;0.2857142857;2;5;33;7;1;0;1;87;0;0;0;0;0;0;0
19;1046879;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046899;Форма банка (без печати работодателя);Ремонт;0;0.16;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;70;51;Сельское и лесное хозяйство;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.1538461538;2;11;163;13;1;2;9;63;0;0;0;0;0;0;0
19;1046919;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;1;0;высшее;менеджер среднего звена;>250;0;103;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046939;Поступление зарплаты на счет;Ремонт;1;0.5;женский;2;0;высшее;менеджер среднего звена;>250;0;34;36;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0625;0;2;1;0;0.3333333333;3;6;45;9;2;0;2;75;1;0;0;0;0;0;0
19;1046959;2НДФЛ;Ремонт;1;0.22;мужской;1;0;высшее;специалист;>250;3;54;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046979;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.58;женский;0;0;высшее;специалист;>250;1;123;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1046999;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;0;0;высшее;специалист;>250;1;197;41;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.6;3;2;86;5;2;2;6;68;0;0;0;0;0;0;0
19;1047019;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;75;32;Информационные технологии;ЗАО;холост / не замужем;4;1;0;0;0;0.1641025641;0;3;2;0;0.625;10;6;163;16;4;1;2;78;1;0;0;0;0;0;0
19;1047039;Поступление зарплаты на счет;Другое;1;0.19;женский;0;0;высшее;специалист;>250;1;15;30;Информационные технологии;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.5;1;1;77;2;1;0;30;59;0;0;0;0;0;0;0
19;1047059;Поступление зарплаты на счет;Покупка автомобиля;1;0.31;мужской;2;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047079;2НДФЛ;Ремонт;0;0.28;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;216;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047099;Форма банка (без печати работодателя);Другое;0;0.18;мужской;1;0;высшее;специалист;< 50;0;7;34;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;118;3;1;1;16;77;0;0;0;0;0;0;0
19;1047119;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;0;148;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047139;2НДФЛ;Ремонт;1;0.49;женский;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047159;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.33;мужской;0;0;второе высшее;торговый представитель;>250;1;65;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047179;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;специалист;>250;0;102;56;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0098039216;0;0;0;0;0;0;6;101;6;0;2;43;94;1;0;0;0;0;0;0
19;1047199;2НДФЛ;Покупка недвижимости/ строительство;0;0.45;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;8;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047219;Поступление зарплаты на счет;Покупка автомобиля;0;0.29;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047239;Форма банка (без печати работодателя);Ремонт;1;0.11;мужской;3;0;высшее;вспомогательный персонал;>250;0;7;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047259;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047279;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.4;мужской;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047299;;Отпуск;0;;женский;0;0;высшее;другое;;0;79;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047319;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;13;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047339;Свободная форма с печатью работодателя;Другое;1;0.39;женский;1;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047359;Поступление зарплаты на счет;Другое;1;0.43;мужской;1;0;второе высшее;специалист;>250;0;14;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047379;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;2;0;среднее;специалист;>250;1;41;34;Информационные технологии;ОАО;женат / замужем;2;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;2;2;0;0;0;0;0;0;0
19;1047399;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;49;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047419;2НДФЛ;Ремонт;1;0.52;мужской;1;0;высшее;вспомогательный персонал;>250;0;121;49;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047439;2НДФЛ;Ремонт;1;0.39;мужской;1;0;высшее;рабочий;>250;1;6;31;Другое;ОАО;женат / замужем;1;0;0;0;0;0.0666666667;0;0;0;0;0.5;2;2;42;4;0;0;13;68;1;1;0;0;0;0;0
19;1047459;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;52;30;Информационные технологии;ООО;холост / не замужем;4;3;2;2;0;0.0325203252;0;1;0;0;0.3333333333;5;10;119;15;3;1;3;80;1;0;0;0;0;0;0
19;1047479;2НДФЛ;Ремонт;1;0.54;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047499;Форма банка (без печати работодателя);Ремонт;1;0.27;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;290;41;Другое;ОАО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.1428571429;1;6;76;7;1;2;14;72;0;0;0;0;0;0;0
19;1047519;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.49;женский;0;0;высшее;менеджер среднего звена;>250;0;85;26;Другое;ОАО;холост / не замужем;2;1;1;1;1;0.0037593985;0;0;0;0;0.4285714286;6;8;265;14;2;0;8;78;1;0;0;0;0;0;0
19;1047539;Форма банка (без печати работодателя);Ремонт;1;0.19;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;40;33;Другое;ООО;холост / не замужем;0;0;0;0;0;0.021978022;0;0;0;0;0.3333333333;2;4;89;6;0;3;13;109;1;0;0;0;0;0;0
19;1047559;2НДФЛ;Ремонт;0;0.59;мужской;0;0;высшее;специалист;>250;3;29;29;Торговля;ООО;холост / не замужем;2;2;2;1;0;0.032967033;0;0;0;0;0.8;4;1;88;5;1;0;8;39;1;0;0;0;0;0;0
19;1047579;Свободная форма с печатью работодателя;Ремонт;1;0.31;мужской;0;0;высшее;рабочий;>250;0;6;26;Торговля;ООО;холост / не замужем;7;5;1;1;1;0.1234567901;0;1;1;0;0.6;3;2;71;5;2;0;2;47;1;1;1;1;0;0;0
19;1047599;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;0;0;высшее;специалист;>250;0;37;41;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1118881119;0;0;0;0;0.2222222222;2;7;127;9;0;0;7;94;1;0;0;0;0;0;0
19;1047619;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.18;мужской;0;0;высшее;специалист;>250;0;7;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047639;2НДФЛ;Ремонт;1;0.37;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;14;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047659;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;2;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047679;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;1;86;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047699;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.26;женский;0;0;высшее;менеджер по продажам;< 50;1;23;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047719;Свободная форма с печатью работодателя;Ремонт;1;0.3;женский;0;0;второе высшее;менеджер высшего звена;< 50;1;71;51;Торговля;ООО;женат / замужем;1;1;1;1;1;0.3;0;0;0;0;0.25;1;3;21;4;1;1;33;64;1;1;1;1;0;0;1
19;1047739;2НДФЛ;Ремонт;0;0.26;мужской;2;0;высшее;менеджер среднего звена;>250;1;272;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047759;2НДФЛ;Ремонт;1;0.48;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;203;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047779;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;0;0;высшее;специалист;>250;0;34;26;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0.3181818182;0;0;0;0;0.6666666667;2;1;30;3;1;1;19;35;1;0;0;0;0;0;0
19;1047799;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.39;мужской;0;0;среднее-специальное;специалист;>250;0;126;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047819;Поступление зарплаты на счет;Ремонт;1;0.15;женский;0;0;высшее;специалист;>250;0;20;56;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;13;13;0;0;0;0;0;0;0
19;1047839;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;1;13;32;Информационные технологии;ЗАО;женат / замужем;8;3;2;1;0;0.0171232877;1;1;0;0;0.5217391304;12;11;287;23;4;0;4;48;1;0;0;0;0;0;0
19;1047859;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.12;мужской;0;0;высшее;вспомогательный персонал;>250;1;36;33;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0.1428571429;1;6;95;7;1;0;13;76;0;0;0;0;0;0;0
19;1047879;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;35;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047899;2НДФЛ;Лечение;1;0.31;мужской;0;0;высшее;рабочий;>250;0;14;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047919;Форма банка (без печати работодателя);Покупка автомобиля;0;0.15;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047939;Форма банка (без печати работодателя);Покупка автомобиля;1;0.41;женский;1;0;высшее;специалист;< 50;0;12;26;Торговля;Индивидуальный предприниматель;женат / замужем;1;0;0;0;0;0.3333333333;0;0;0;0;0;0;2;18;2;0;2;18;18;1;0;0;0;0;0;0
19;1047959;Форма банка (без печати работодателя);Ремонт;0;0.58;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047979;Свободная форма с печатью работодателя;Обучение;0;0.26;мужской;2;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;33;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1047999;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.26;женский;0;0;высшее;специалист;>250;1;80;30;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0540540541;0;0;0;0;0.5;1;1;35;2;0;1;17;62;1;0;0;0;0;0;0
19;1048019;Поступление зарплаты на счет;Ремонт;1;0.47;женский;2;0;среднее-специальное;специалист;>250;0;17;32;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
19;1048039;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;0;0;высшее;специалист;>250;0;38;27;Другое;ООО;холост / не замужем;2;1;1;1;1;0.1111111111;1;0;0;0;0.3333333333;2;4;80;6;1;0;22;64;1;0;0;0;0;0;0
19;1048059;Форма банка (без печати работодателя);Ремонт;0;0.05;мужской;0;0;высшее;менеджер высшего звена;< 50;0;13;42;Другое;ООО;женат / замужем;0;0;0;0;0;0.2727272727;1;0;0;0;0.5;2;0;96;2;1;0;74;88;1;0;0;0;0;0;0
19;1048079;Поступление зарплаты на счет;Ремонт;1;0.59;женский;2;0;высшее;вспомогательный персонал;>250;0;16;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048099;Поступление зарплаты на счет;Другое;0;0.37;мужской;1;0;высшее;специалист;>250;1;21;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048119;Свободная форма с печатью работодателя;Ремонт;0;0.36;женский;1;0;высшее;специалист;>250;3;50;29;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
19;1048139;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.24;женский;2;0;высшее;вспомогательный персонал;>250;0;63;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;34;2;0;1;18;18;0;0;0;0;0;0;0
19;1048159;Форма банка (без печати работодателя);Ремонт;0;0.21;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;72;37;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;6;82;6;0;2;26;86;0;0;0;0;0;0;0
19;1048179;Поступление зарплаты на счет;Ремонт;0;0.35;женский;1;0;высшее;специалист;>250;0;6;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048199;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;2;0;среднее-специальное;вспомогательный персонал;< 50;0;80;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048219;Форма банка (без печати работодателя);Ремонт;1;0.32;мужской;1;0;высшее;специалист;< 50;0;14;27;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048239;Поступление зарплаты на счет;Ремонт;1;0.4;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048259;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;1;0;незаконченное высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048279;2НДФЛ;Другое;0;0.58;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048299;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;высшее;вспомогательный персонал;< 50;1;42;44;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.5;1;1;29;2;1;1;3;24;0;0;0;0;0;0;0
19;1048319;2НДФЛ;Ремонт;1;0.38;мужской;1;0;высшее;менеджер по продажам;>250;3;71;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048339;Форма банка (без печати работодателя);Ремонт;0;0.43;женский;1;0;высшее;специалист;>250;0;29;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048359;Свободная форма с печатью работодателя;Ремонт;1;0.4;мужской;0;0;среднее;специалист;>250;1;10;26;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048379;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.33;мужской;2;0;высшее;специалист;>250;0;63;37;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0480769231;1;0;0;0;0.6666666667;2;1;99;3;0;1;8;58;1;0;0;0;0;0;0
19;1048399;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;70;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048419;2НДФЛ;Покупка мебели;0;0.27;женский;1;0;высшее;менеджер среднего звена;>250;3;41;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048439;2НДФЛ;Покупка недвижимости/ строительство;0;0.55;мужской;0;0;среднее-специальное;специалист;>250;1;43;54;Другое;Иная форма;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.75;3;1;45;4;2;0;8;28;0;0;0;0;0;0;0
19;1048459;Поступление зарплаты на счет;Ремонт;1;0.53;женский;1;0;среднее-специальное;специалист;>250;0;109;33;Другое;ООО;женат / замужем;1;1;1;1;1;;0;0;0;0;1;1;0;0;1;0;0;6;6;0;0;0;0;0;0;0
19;1048479;2НДФЛ;Ремонт;1;0.43;мужской;0;0;высшее;вспомогательный персонал;>250;0;200;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1048499;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;рабочий;>250;3;178;35;Торговля;ОАО;женат / замужем;3;2;2;1;1;0.03125;0;0;0;0;0.4;4;6;124;10;2;0;28;102;1;0;0;0;0;0;0
19;1048519;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;7;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;45;5;1;0;14;50;0;0;0;0;0;0;0
